Timestamp,Value,Indice
2016-11,13.9,SELIC
2016-10,14.15,SELIC
2016-09,14.15,SELIC
2016-08,14.15,SELIC
2016-07,14.15,SELIC
2016-06,14.15,SELIC
2016-05,14.15,SELIC
2016-04,14.15,SELIC
2016-03,14.15,SELIC
2016-02,14.15,SELIC
2016-01,14.15,SELIC
2015-12,14.15,SELIC
2015-11,14.15,SELIC
2015-10,14.15,SELIC
2015-09,14.15,SELIC
2015-08,14.15,SELIC
2015-07,13.65,SELIC
2015-06,13.15,SELIC
2015-05,13.15,SELIC
2015-04,12.65,SELIC
2015-03,12.15,SELIC
2015-02,12.15,SELIC
2015-01,11.65,SELIC
2014-12,11.15,SELIC
2014-11,11.15,SELIC
2014-10,10.9,SELIC
2014-09,10.9,SELIC
2014-08,10.9,SELIC
2014-07,10.9,SELIC
2014-06,10.9,SELIC
2014-05,10.9,SELIC
2014-04,10.65,SELIC
2014-03,10.65,SELIC
2014-02,10.4,SELIC
2014-01,9.9,SELIC
2013-12,9.9,SELIC
2013-11,9.4,SELIC
2013-10,8.9,SELIC
2013-09,8.9,SELIC
2013-08,8.4,SELIC
2013-07,7.9,SELIC
2013-06,7.9,SELIC
2013-05,7.4,SELIC
2013-04,7.16,SELIC
2013-03,7.14,SELIC
2013-02,7.11,SELIC
2013-01,7.11,SELIC
2012-12,7.14,SELIC
2012-11,7.14,SELIC
2012-10,7.39,SELIC
2012-09,7.39,SELIC
2012-08,7.89,SELIC
2012-07,8.39,SELIC
2012-06,8.39,SELIC
2012-05,8.9,SELIC
2012-04,9.65,SELIC
2012-03,10.4,SELIC
2012-02,10.4,SELIC
2012-01,10.9,SELIC
2011-12,10.9,SELIC
2011-11,11.4,SELIC
2011-10,11.9,SELIC
2011-09,11.91,SELIC
2011-08,12.42,SELIC
2011-07,12.17,SELIC
2011-06,11.92,SELIC
2011-05,11.92,SELIC
2011-04,11.67,SELIC
2011-03,11.17,SELIC
2011-02,11.16,SELIC
2011-01,10.67,SELIC
2010-12,10.66,SELIC
2010-11,10.66,SELIC
2010-10,10.66,SELIC
2010-09,10.66,SELIC
2010-08,10.66,SELIC
2010-07,10.16,SELIC
2010-06,9.4,SELIC
2010-05,9.4,SELIC
2010-04,8.65,SELIC
2010-03,8.65,SELIC
2010-02,8.65,SELIC
2010-01,8.65,SELIC
2009-12,8.65,SELIC
2009-11,8.65,SELIC
2009-10,8.65,SELIC
2009-09,8.65,SELIC
2009-08,8.65,SELIC
2009-07,9.16,SELIC
2009-06,10.16,SELIC
2009-05,10.16,SELIC
2009-04,11.16,SELIC
2009-03,12.66,SELIC
2009-02,12.66,SELIC
2009-01,13.67,SELIC
2008-12,13.65,SELIC
2008-11,13.65,SELIC
2008-10,13.66,SELIC
2008-09,12.91,SELIC
2008-08,12.92,SELIC
2008-07,12.17,SELIC
2008-06,11.64,SELIC
2008-05,11.61,SELIC
2008-04,11.18,SELIC
2008-03,11.18,SELIC
2008-02,11.18,SELIC
2008-01,11.18,SELIC
2007-12,11.18,SELIC
2007-11,11.18,SELIC
2007-10,11.18,SELIC
2007-09,11.43,SELIC
2007-08,11.43,SELIC
2007-07,11.93,SELIC
2007-06,12.43,SELIC
2007-05,12.43,SELIC
2007-04,12.68,SELIC
2007-03,12.93,SELIC
2007-02,12.93,SELIC
2007-01,13.19,SELIC
2006-12,13.18,SELIC
2006-11,13.68,SELIC
2006-10,14.16,SELIC
2006-09,14.17,SELIC
2006-08,14.66,SELIC
2006-07,15.17,SELIC
2006-06,15.17,SELIC
2006-05,15.7,SELIC
2006-04,16.45,SELIC
2006-03,17.29,SELIC
2006-02,17.23,SELIC
2006-01,17.98,SELIC
2005-12,18.52,SELIC
2005-11,18.95,SELIC
2005-10,19.48,SELIC
2005-09,19.74,SELIC
2005-08,19.74,SELIC
2005-07,19.73,SELIC
2005-06,19.76,SELIC
2005-05,19.5,SELIC
2005-04,19.24,SELIC
2005-03,18.74,SELIC
2005-02,18.24,SELIC
2005-01,17.74,SELIC
2004-12,17.23,SELIC
2004-11,16.74,SELIC
2004-10,16.23,SELIC
2004-09,15.92,SELIC
2004-08,15.82,SELIC
2004-07,15.8,SELIC
2004-06,15.78,SELIC
2004-05,15.79,SELIC
2004-04,16.1,SELIC
2004-03,16.29,SELIC
2004-02,16.29,SELIC
2004-01,16.34,SELIC
2003-12,17.31,SELIC
2003-11,18.85,SELIC
2003-10,19.83,SELIC
2003-09,21.83,SELIC
2003-08,24.33,SELIC
2003-07,25.76,SELIC
2003-06,26.26,SELIC
2003-05,26.32,SELIC
2003-04,26.32,SELIC
2003-03,26.29,SELIC
2003-02,25.38,SELIC
2003-01,24.9,SELIC
2002-12,21.9,SELIC
2002-11,20.9,SELIC
2002-10,17.9,SELIC
2002-09,17.87,SELIC
2002-08,17.83,SELIC
2002-07,18.41,SELIC
2002-06,17.31,SELIC
2002-05,18.37,SELIC
2002-04,18.47,SELIC
2002-03,18.8,SELIC
2002-02,19.05,SELIC
2002-01,19.05,SELIC
2001-12,19.05,SELIC
2001-11,19.05,SELIC
2001-10,19.1,SELIC
2001-09,19.05,SELIC
2001-08,18.88,SELIC
2001-07,18.32,SELIC
2001-06,16.81,SELIC
2001-05,16.25,SELIC
2001-04,15.83,SELIC
2001-03,15.12,SELIC
2001-02,15.12,SELIC
2001-01,15.85,SELIC
2000-12,16.4,SELIC
2000-11,16.53,SELIC
2000-10,16.59,SELIC
2000-09,16.4,SELIC
2000-08,16.4,SELIC
2000-07,17.26,SELIC
2000-06,18.44,SELIC
2000-05,18.6,SELIC
2000-04,18.49,SELIC
2000-03,18.88,SELIC
2000-02,18.87,SELIC
2000-01,19.04,SELIC
2024-06,0.21,IPCA
2024-05,0.46,IPCA
2024-04,0.38,IPCA
2024-03,0.16,IPCA
2024-02,0.83,IPCA
2024-01,0.42,IPCA
2023-12,0.56,IPCA
2023-11,0.28,IPCA
2023-10,0.24,IPCA
2023-09,0.26,IPCA
2023-08,0.23,IPCA
2023-07,0.12,IPCA
2023-06,-0.08,IPCA
2023-05,0.23,IPCA
2023-04,0.61,IPCA
2023-03,0.71,IPCA
2023-02,0.84,IPCA
2023-01,0.53,IPCA
2022-12,0.62,IPCA
2022-11,0.41,IPCA
2022-10,0.59,IPCA
2022-09,-0.29,IPCA
2022-08,-0.36,IPCA
2022-07,-0.68,IPCA
2022-06,0.67,IPCA
2022-05,0.47,IPCA
2022-04,1.06,IPCA
2022-03,1.62,IPCA
2022-02,1.01,IPCA
2022-01,0.54,IPCA
2021-12,0.73,IPCA
2021-11,0.95,IPCA
2021-10,1.25,IPCA
2021-09,1.16,IPCA
2021-08,0.87,IPCA
2021-07,0.96,IPCA
2021-06,0.53,IPCA
2021-05,0.83,IPCA
2021-04,0.31,IPCA
2021-03,0.93,IPCA
2021-02,0.86,IPCA
2021-01,0.25,IPCA
2020-12,1.35,IPCA
2020-11,0.89,IPCA
2020-10,0.86,IPCA
2020-09,0.64,IPCA
2020-08,0.24,IPCA
2020-07,0.36,IPCA
2020-06,0.26,IPCA
2020-05,-0.38,IPCA
2020-04,-0.31,IPCA
2020-03,0.07,IPCA
2020-02,0.25,IPCA
2020-01,0.21,IPCA
2019-12,1.15,IPCA
2019-11,0.51,IPCA
2019-10,0.1,IPCA
2019-09,-0.04,IPCA
2019-08,0.11,IPCA
2019-07,0.19,IPCA
2019-06,0.01,IPCA
2019-05,0.13,IPCA
2019-04,0.57,IPCA
2019-03,0.75,IPCA
2019-02,0.43,IPCA
2019-01,0.32,IPCA
2018-12,0.15,IPCA
2018-11,-0.21,IPCA
2018-10,0.45,IPCA
2018-09,0.48,IPCA
2018-08,-0.09,IPCA
2018-07,0.33,IPCA
2018-06,1.26,IPCA
2018-05,0.4,IPCA
2018-04,0.22,IPCA
2018-03,0.09,IPCA
2018-02,0.32,IPCA
2018-01,0.29,IPCA
2017-12,0.44,IPCA
2017-11,0.28,IPCA
2017-10,0.42,IPCA
2017-09,0.16,IPCA
2017-08,0.19,IPCA
2017-07,0.24,IPCA
2017-06,-0.23,IPCA
2017-05,0.31,IPCA
2017-04,0.14,IPCA
2017-03,0.25,IPCA
2017-02,0.33,IPCA
2017-01,0.38,IPCA
2016-12,0.3,IPCA
2016-11,0.18,IPCA
2016-10,0.26,IPCA
2016-09,0.08,IPCA
2016-08,0.44,IPCA
2016-07,0.52,IPCA
2016-06,0.35,IPCA
2016-05,0.78,IPCA
2016-04,0.61,IPCA
2016-03,0.43,IPCA
2016-02,0.9,IPCA
2016-01,1.27,IPCA
2015-12,0.96,IPCA
2015-11,1.01,IPCA
2015-10,0.82,IPCA
2015-09,0.54,IPCA
2015-08,0.22,IPCA
2015-07,0.62,IPCA
2015-06,0.79,IPCA
2015-05,0.74,IPCA
2015-04,0.71,IPCA
2015-03,1.32,IPCA
2015-02,1.22,IPCA
2015-01,1.24,IPCA
2014-12,0.78,IPCA
2014-11,0.51,IPCA
2014-10,0.42,IPCA
2014-09,0.57,IPCA
2014-08,0.25,IPCA
2014-07,0.01,IPCA
2014-06,0.4,IPCA
2014-05,0.46,IPCA
2014-04,0.67,IPCA
2014-03,0.92,IPCA
2014-02,0.69,IPCA
2014-01,0.55,IPCA
2013-12,0.92,IPCA
2013-11,0.54,IPCA
2013-10,0.57,IPCA
2013-09,0.35,IPCA
2013-08,0.24,IPCA
2013-07,0.03,IPCA
2013-06,0.26,IPCA
2013-05,0.37,IPCA
2013-04,0.55,IPCA
2013-03,0.47,IPCA
2013-02,0.6,IPCA
2013-01,0.86,IPCA
2012-12,0.79,IPCA
2012-11,0.6,IPCA
2012-10,0.59,IPCA
2012-09,0.57,IPCA
2012-08,0.41,IPCA
2012-07,0.43,IPCA
2012-06,0.08,IPCA
2012-05,0.36,IPCA
2012-04,0.64,IPCA
2012-03,0.21,IPCA
2012-02,0.45,IPCA
2012-01,0.56,IPCA
2011-12,0.5,IPCA
2011-11,0.52,IPCA
2011-10,0.43,IPCA
2011-09,0.53,IPCA
2011-08,0.37,IPCA
2011-07,0.16,IPCA
2011-06,0.15,IPCA
2011-05,0.47,IPCA
2011-04,0.77,IPCA
2011-03,0.79,IPCA
2011-02,0.8,IPCA
2011-01,0.83,IPCA
2010-12,0.63,IPCA
2010-11,0.83,IPCA
2010-10,0.75,IPCA
2010-09,0.45,IPCA
2010-08,0.04,IPCA
2010-07,0.01,IPCA
2010-06,0.0,IPCA
2010-05,0.43,IPCA
2010-04,0.57,IPCA
2010-03,0.52,IPCA
2010-02,0.78,IPCA
2010-01,0.75,IPCA
2009-12,0.37,IPCA
2009-11,0.41,IPCA
2009-10,0.28,IPCA
2009-09,0.24,IPCA
2009-08,0.15,IPCA
2009-07,0.24,IPCA
2009-06,0.36,IPCA
2009-05,0.47,IPCA
2009-04,0.48,IPCA
2009-03,0.2,IPCA
2009-02,0.55,IPCA
2009-01,0.48,IPCA
2008-12,0.28,IPCA
2008-11,0.36,IPCA
2008-10,0.45,IPCA
2008-09,0.26,IPCA
2008-08,0.28,IPCA
2008-07,0.53,IPCA
2008-06,0.74,IPCA
2008-05,0.79,IPCA
2008-04,0.55,IPCA
2008-03,0.48,IPCA
2008-02,0.49,IPCA
2008-01,0.54,IPCA
2007-12,0.74,IPCA
2007-11,0.38,IPCA
2007-10,0.3,IPCA
2007-09,0.18,IPCA
2007-08,0.47,IPCA
2007-07,0.24,IPCA
2007-06,0.28,IPCA
2007-05,0.28,IPCA
2007-04,0.25,IPCA
2007-03,0.37,IPCA
2007-02,0.44,IPCA
2007-01,0.44,IPCA
2006-12,0.48,IPCA
2006-11,0.31,IPCA
2006-10,0.33,IPCA
2006-09,0.21,IPCA
2006-08,0.05,IPCA
2006-07,0.19,IPCA
2006-06,-0.21,IPCA
2006-05,0.1,IPCA
2006-04,0.21,IPCA
2006-03,0.43,IPCA
2006-02,0.41,IPCA
2006-01,0.59,IPCA
2005-12,0.36,IPCA
2005-11,0.55,IPCA
2005-10,0.75,IPCA
2005-09,0.35,IPCA
2005-08,0.17,IPCA
2005-07,0.25,IPCA
2005-06,-0.02,IPCA
2005-05,0.49,IPCA
2005-04,0.87,IPCA
2005-03,0.61,IPCA
2005-02,0.59,IPCA
2005-01,0.58,IPCA
2004-12,0.86,IPCA
2004-11,0.69,IPCA
2004-10,0.44,IPCA
2004-09,0.33,IPCA
2004-08,0.69,IPCA
2004-07,0.91,IPCA
2004-06,0.71,IPCA
2004-05,0.51,IPCA
2004-04,0.37,IPCA
2004-03,0.47,IPCA
2004-02,0.61,IPCA
2004-01,0.76,IPCA
2003-12,0.52,IPCA
2003-11,0.34,IPCA
2003-10,0.29,IPCA
2003-09,0.78,IPCA
2003-08,0.34,IPCA
2003-07,0.2,IPCA
2003-06,-0.15,IPCA
2003-05,0.61,IPCA
2003-04,0.97,IPCA
2003-03,1.23,IPCA
2003-02,1.57,IPCA
2003-01,2.25,IPCA
2002-12,2.1,IPCA
2002-11,3.02,IPCA
2002-10,1.31,IPCA
2002-09,0.72,IPCA
2002-08,0.65,IPCA
2002-07,1.19,IPCA
2002-06,0.42,IPCA
2002-05,0.21,IPCA
2002-04,0.8,IPCA
2002-03,0.6,IPCA
2002-02,0.36,IPCA
2002-01,0.52,IPCA
2001-12,0.65,IPCA
2001-11,0.71,IPCA
2001-10,0.83,IPCA
2001-09,0.28,IPCA
2001-08,0.7,IPCA
2001-07,1.33,IPCA
2001-06,0.52,IPCA
2001-05,0.41,IPCA
2001-04,0.58,IPCA
2001-03,0.38,IPCA
2001-02,0.46,IPCA
2001-01,0.57,IPCA
2000-12,0.59,IPCA
2000-11,0.32,IPCA
2000-10,0.14,IPCA
2000-09,0.23,IPCA
2000-08,1.31,IPCA
2000-07,1.61,IPCA
2000-06,0.23,IPCA
2000-05,0.01,IPCA
2000-04,0.42,IPCA
2000-03,0.22,IPCA
2000-02,0.13,IPCA
2000-01,0.62,IPCA
2024-06,0.81,IGP-M
2024-05,0.89,IGP-M
2024-04,0.31,IGP-M
2024-03,-0.47,IGP-M
2024-02,-0.52,IGP-M
2024-01,0.07,IGP-M
2023-12,0.74,IGP-M
2023-11,0.59,IGP-M
2023-10,0.5,IGP-M
2023-09,0.37,IGP-M
2023-08,-0.14,IGP-M
2023-07,-0.72,IGP-M
2023-06,-1.93,IGP-M
2023-05,-1.84,IGP-M
2023-04,-0.95,IGP-M
2023-03,0.05,IGP-M
2023-02,-0.06,IGP-M
2023-01,0.21,IGP-M
2022-12,0.45,IGP-M
2022-11,-0.56,IGP-M
2022-10,-0.97,IGP-M
2022-09,-0.95,IGP-M
2022-08,-0.7,IGP-M
2022-07,0.21,IGP-M
2022-06,0.59,IGP-M
2022-05,0.52,IGP-M
2022-04,1.41,IGP-M
2022-03,1.74,IGP-M
2022-02,1.83,IGP-M
2022-01,1.82,IGP-M
2021-12,0.87,IGP-M
2021-11,0.02,IGP-M
2021-10,0.64,IGP-M
2021-09,-0.64,IGP-M
2021-08,0.66,IGP-M
2021-07,0.78,IGP-M
2021-06,0.6,IGP-M
2021-05,4.1,IGP-M
2021-04,1.51,IGP-M
2021-03,2.94,IGP-M
2021-02,2.53,IGP-M
2021-01,2.58,IGP-M
2020-12,0.96,IGP-M
2020-11,3.28,IGP-M
2020-10,3.23,IGP-M
2020-09,4.34,IGP-M
2020-08,2.74,IGP-M
2020-07,2.23,IGP-M
2020-06,1.56,IGP-M
2020-05,0.28,IGP-M
2020-04,0.8,IGP-M
2020-03,1.24,IGP-M
2020-02,-0.04,IGP-M
2020-01,0.48,IGP-M
2019-12,2.09,IGP-M
2019-11,0.3,IGP-M
2019-10,0.68,IGP-M
2019-09,-0.01,IGP-M
2019-08,-0.67,IGP-M
2019-07,0.4,IGP-M
2019-06,0.8,IGP-M
2019-05,0.45,IGP-M
2019-04,0.92,IGP-M
2019-03,1.26,IGP-M
2019-02,0.88,IGP-M
2019-01,0.01,IGP-M
2018-12,-1.08,IGP-M
2018-11,-0.49,IGP-M
2018-10,0.89,IGP-M
2018-09,1.52,IGP-M
2018-08,0.7,IGP-M
2018-07,0.51,IGP-M
2018-06,1.87,IGP-M
2018-05,1.38,IGP-M
2018-04,0.57,IGP-M
2018-03,0.64,IGP-M
2018-02,0.07,IGP-M
2018-01,0.76,IGP-M
2017-12,0.89,IGP-M
2017-11,0.52,IGP-M
2017-10,0.2,IGP-M
2017-09,0.47,IGP-M
2017-08,0.1,IGP-M
2017-07,-0.72,IGP-M
2017-06,-0.67,IGP-M
2017-05,-0.93,IGP-M
2017-04,-1.1,IGP-M
2017-03,0.01,IGP-M
2017-02,0.08,IGP-M
2017-01,0.64,IGP-M
2016-12,0.54,IGP-M
2016-11,-0.03,IGP-M
2016-10,0.16,IGP-M
2016-09,0.2,IGP-M
2016-08,0.15,IGP-M
2016-07,0.18,IGP-M
2016-06,1.69,IGP-M
2016-05,0.82,IGP-M
2016-04,0.33,IGP-M
2016-03,0.51,IGP-M
2016-02,1.29,IGP-M
2016-01,1.14,IGP-M
2015-12,0.49,IGP-M
2015-11,1.52,IGP-M
2015-10,1.89,IGP-M
2015-09,0.95,IGP-M
2015-08,0.28,IGP-M
2015-07,0.69,IGP-M
2015-06,0.67,IGP-M
2015-05,0.41,IGP-M
2015-04,1.17,IGP-M
2015-03,0.98,IGP-M
2015-02,0.27,IGP-M
2015-01,0.76,IGP-M
2014-12,0.62,IGP-M
2014-11,0.98,IGP-M
2014-10,0.28,IGP-M
2014-09,0.2,IGP-M
2014-08,-0.27,IGP-M
2014-07,-0.61,IGP-M
2014-06,-0.74,IGP-M
2014-05,-0.13,IGP-M
2014-04,0.78,IGP-M
2014-03,1.67,IGP-M
2014-02,0.38,IGP-M
2014-01,0.48,IGP-M
2013-12,0.6,IGP-M
2013-11,0.29,IGP-M
2013-10,0.86,IGP-M
2013-09,1.5,IGP-M
2013-08,0.15,IGP-M
2013-07,0.26,IGP-M
2013-06,0.75,IGP-M
2013-05,0.0,IGP-M
2013-04,0.15,IGP-M
2013-03,0.21,IGP-M
2013-02,0.29,IGP-M
2013-01,0.34,IGP-M
2012-12,0.68,IGP-M
2012-11,-0.03,IGP-M
2012-10,0.02,IGP-M
2012-09,0.97,IGP-M
2012-08,1.43,IGP-M
2012-07,1.34,IGP-M
2012-06,0.66,IGP-M
2012-05,1.02,IGP-M
2012-04,0.85,IGP-M
2012-03,0.43,IGP-M
2012-02,-0.06,IGP-M
2012-01,0.25,IGP-M
2011-12,-0.12,IGP-M
2011-11,0.5,IGP-M
2011-10,0.53,IGP-M
2011-09,0.65,IGP-M
2011-08,0.44,IGP-M
2011-07,-0.12,IGP-M
2011-06,-0.18,IGP-M
2011-05,0.43,IGP-M
2011-04,0.45,IGP-M
2011-03,0.62,IGP-M
2011-02,1.0,IGP-M
2011-01,0.79,IGP-M
2010-12,0.69,IGP-M
2010-11,1.45,IGP-M
2010-10,1.01,IGP-M
2010-09,1.15,IGP-M
2010-08,0.77,IGP-M
2010-07,0.15,IGP-M
2010-06,0.85,IGP-M
2010-05,1.19,IGP-M
2010-04,0.77,IGP-M
2010-03,0.94,IGP-M
2010-02,1.18,IGP-M
2010-01,0.63,IGP-M
2009-12,-0.26,IGP-M
2009-11,0.1,IGP-M
2009-10,0.05,IGP-M
2009-09,0.42,IGP-M
2009-08,-0.36,IGP-M
2009-07,-0.43,IGP-M
2009-06,-0.1,IGP-M
2009-05,-0.07,IGP-M
2009-04,-0.15,IGP-M
2009-03,-0.74,IGP-M
2009-02,0.26,IGP-M
2009-01,-0.44,IGP-M
2008-12,-0.13,IGP-M
2008-11,0.38,IGP-M
2008-10,0.98,IGP-M
2008-09,0.11,IGP-M
2008-08,-0.32,IGP-M
2008-07,1.76,IGP-M
2008-06,1.98,IGP-M
2008-05,1.61,IGP-M
2008-04,0.69,IGP-M
2008-03,0.74,IGP-M
2008-02,0.53,IGP-M
2008-01,1.09,IGP-M
2007-12,1.76,IGP-M
2007-11,0.69,IGP-M
2007-10,1.05,IGP-M
2007-09,1.29,IGP-M
2007-08,0.98,IGP-M
2007-07,0.28,IGP-M
2007-06,0.26,IGP-M
2007-05,0.04,IGP-M
2007-04,0.04,IGP-M
2007-03,0.34,IGP-M
2007-02,0.27,IGP-M
2007-01,0.5,IGP-M
2006-12,0.32,IGP-M
2006-11,0.75,IGP-M
2006-10,0.47,IGP-M
2006-09,0.29,IGP-M
2006-08,0.37,IGP-M
2006-07,0.18,IGP-M
2006-06,0.75,IGP-M
2006-05,0.38,IGP-M
2006-04,-0.42,IGP-M
2006-03,-0.23,IGP-M
2006-02,0.01,IGP-M
2006-01,0.92,IGP-M
2005-12,-0.01,IGP-M
2005-11,0.4,IGP-M
2005-10,0.6,IGP-M
2005-09,-0.53,IGP-M
2005-08,-0.65,IGP-M
2005-07,-0.34,IGP-M
2005-06,-0.44,IGP-M
2005-05,-0.22,IGP-M
2005-04,0.86,IGP-M
2005-03,0.85,IGP-M
2005-02,0.3,IGP-M
2005-01,0.39,IGP-M
2004-12,0.74,IGP-M
2004-11,0.82,IGP-M
2004-10,0.39,IGP-M
2004-09,0.69,IGP-M
2004-08,1.22,IGP-M
2004-07,1.31,IGP-M
2004-06,1.38,IGP-M
2004-05,1.31,IGP-M
2004-04,1.21,IGP-M
2004-03,1.13,IGP-M
2004-02,0.69,IGP-M
2004-01,0.88,IGP-M
2003-12,0.61,IGP-M
2003-11,0.49,IGP-M
2003-10,0.38,IGP-M
2003-09,1.18,IGP-M
2003-08,0.38,IGP-M
2003-07,-0.42,IGP-M
2003-06,-1.0,IGP-M
2003-05,-0.26,IGP-M
2003-04,0.92,IGP-M
2003-03,1.53,IGP-M
2003-02,2.28,IGP-M
2003-01,2.33,IGP-M
2002-12,3.75,IGP-M
2002-11,5.19,IGP-M
2002-10,3.87,IGP-M
2002-09,2.4,IGP-M
2002-08,2.32,IGP-M
2002-07,1.95,IGP-M
2002-06,1.54,IGP-M
2002-05,0.83,IGP-M
2002-04,0.56,IGP-M
2002-03,0.09,IGP-M
2002-02,0.06,IGP-M
2002-01,0.36,IGP-M
2001-12,0.22,IGP-M
2001-11,1.1,IGP-M
2001-10,1.18,IGP-M
2001-09,0.31,IGP-M
2001-08,1.38,IGP-M
2001-07,1.48,IGP-M
2001-06,0.98,IGP-M
2001-05,0.86,IGP-M
2001-04,1.0,IGP-M
2001-03,0.56,IGP-M
2001-02,0.23,IGP-M
2001-01,0.62,IGP-M
2000-12,0.63,IGP-M
2000-11,0.29,IGP-M
2000-10,0.38,IGP-M
2000-09,1.16,IGP-M
2000-08,2.39,IGP-M
2000-07,1.57,IGP-M
2000-06,0.85,IGP-M
2000-05,0.31,IGP-M
2000-04,0.23,IGP-M
2000-03,0.15,IGP-M
2000-02,0.35,IGP-M
2000-01,1.24,IGP-M
